Applicant_ID,Sim_Tenure_Months,Airtime_Consistency_Score,Avg_Wallet_Inflow,Electricity_Payment_Gap_Days,Data_Voice_Ratio,Default_Status
1001,103,0.8036018433358537,3630.096126426764,42,3.05641428754887,0
1002,52,0.5357557289470667,4476.386777201051,11,4.196478342323237,1
1003,93,0.8146130052393664,5957.084834141314,8,0.6743141990989814,0
1004,15,0.6188400128258793,5165.10853131333,20,2.731293964794289,1
1005,107,0.40786249119179985,5699.866428736206,10,2.2825529599771315,0
1006,72,0.8289808693151252,5301.192178192011,24,1.4545612834668664,0
1007,61,0.31446070349778243,4823.117104095186,35,2.2021250169439295,1
1008,21,0.30194468181981593,4251.160975730425,23,4.925738798912538,1
1009,103,0.5540526316493523,2707.3371596096913,26,3.754594968627999,0
1010,83,0.33476432136588,5538.352328202386,25,1.8479168600672362,0
1011,87,0.10817833145609469,4167.371972988885,22,3.224097731663733,0
1012,75,0.6834677745689214,2028.1696592147337,36,1.6099530812855591,1
1013,75,0.5599844393251582,3681.5115101828515,38,3.2487975906092323,1
1014,88,0.5009660330438451,5778.434534179218,31,4.532750102682193,0
1015,117,0.9702716631564838,1625.7534281010817,42,3.0059455997414855,0
1016,100,0.6140792655666223,2955.713227206309,34,3.8000298895370723,0
1017,104,0.8770884200104461,4705.700101978825,37,2.5400254942233356,0
1018,24,0.22550521258464418,6608.577965091398,31,2.8585576294879846,1
1019,3,0.6122858168164849,5999.96410340073,27,3.6278378543969536,1
1020,22,0.8811816640578126,6752.45192794496,23,4.155822522731288,0
1021,53,0.6247951815519082,4811.672773089325,35,3.4675312393645235,0
1022,2,0.7462127603143014,4186.22934829945,8,4.898713972505418,0
1023,88,0.43483921103098666,5764.960011649433,23,4.189201645092273,0
1024,108,0.18320456533335994,3150.949080244116,42,3.997220920735438,1
1025,30,0.5121102656143643,3033.9251246480453,44,4.302957105414615,1
1026,38,0.45503145175497184,2767.3653372479716,26,1.7654492094095708,1
1027,2,0.8803541641410526,6133.326931447591,13,2.444212192767713,0
1028,64,0.319595772117225,3248.1291337842604,35,3.040083132775658,1
1029,60,0.9700608047815973,6000.905112774402,14,2.5807384329920855,1
1030,21,0.9623243078240465,4722.675425476581,14,4.313560182008359,1
1031,33,0.3228684787642948,6152.6094743168915,34,0.6218083295565441,1
1032,76,0.4132467599295885,2841.9267279524074,14,1.4412893775476938,0
1033,58,0.9060001667864965,3561.726514976987,40,4.467679434508347,0
1034,22,0.9699599988064967,5180.983596569317,22,0.7659506195463524,0
1035,108,0.4990951925524396,3853.56013994977,23,1.5214473662395913,0
1036,89,0.38889734107680807,759.9749272759732,27,2.080626486694188,1
1037,49,0.5734846119263879,2441.610821385309,8,3.878332523652609,1
1038,91,0.7189922857291613,2830.11495896851,16,3.020813132750818,0
1039,59,0.3461270638374818,2941.2808044593708,28,4.79572116251149,0
1040,42,0.7628258571571656,5522.674772751944,17,1.5254375678283807,0
1041,92,0.14649162140317695,5005.5730362671175,8,4.4245418224492825,1
1042,60,0.1443650434879748,4743.33692006724,31,1.7731107038716196,0
1043,80,0.4476589346309907,7513.00351235875,42,1.604742166069521,0
1044,15,0.41812587285464853,6262.836683351749,43,2.742688391447078,1
1045,62,0.3840698938304371,5702.7289353015785,12,0.8204202736542217,1
1046,62,0.541917786402019,2257.100909997863,30,2.2293815584697745,0
1047,47,0.3886602240804141,4589.309904346491,38,2.1005418564938463,1
1048,62,0.27303212662128273,4948.0449934819,13,1.220457000657981,1
1049,51,0.3785225941797409,3877.1591561087685,14,4.373576803737098,1
1050,108,0.9774138455292114,7059.569671173613,5,2.2365033966922248,0
1051,55,0.47000207529536375,4576.805865860947,12,4.918640807811571,1
1052,116,0.5002414991725022,2657.476852143144,14,4.548685770669985,0
1053,64,0.618890490956026,3003.933943876371,29,1.3766481480646646,1
1054,3,0.985006691572804,7923.513507339848,35,2.773049775520723,0
1055,101,0.3174411487921867,3869.81553409216,43,3.208118622649488,1
1056,51,0.7131538994791904,1382.2065851990683,7,4.185322263246295,1
1057,7,0.7443862241875517,3600.983279150249,43,4.485392373431276,1
1058,21,0.6465919751137593,1760.0707597742535,42,3.3080810951997046,1
1059,73,0.17972050567297967,5875.966197706201,39,0.6581039141399692,1
1060,39,0.7091850482448189,1567.7218813032823,12,2.665744022831582,0
1061,18,0.15768523993255795,2396.692364494782,5,4.481615912838496,1
1062,4,0.6365283845949072,4505.982840766684,9,3.7134032114491697,1
1063,89,0.7656230594995684,6164.070250524662,31,4.41563873634256,0
1064,60,0.2898729015579554,4395.8488972810055,30,3.533359053752183,1
1065,14,0.8574598067884966,2613.53184330143,30,0.698157544167377,1
1066,114,0.12731842497970383,4773.8444860430145,15,4.856029952929748,0
1067,9,0.8594315772924754,3798.303804035799,38,4.631083432563554,0
1068,90,0.5142961455784886,6199.053259824167,6,1.0696079296068048,0
1069,53,0.2958291459384801,5782.182002119571,25,1.0071102507968697,1
1070,2,0.2204003304945712,3694.260806279005,30,2.9258532521465903,0
1071,84,0.9579764508241353,5669.65921560469,16,3.906728755505975,0
1072,92,0.16539902882304103,4906.838421298734,13,2.2197794537221416,1
1073,111,0.27918407794233313,6550.214200080423,27,1.1137197359445894,0
1074,60,0.4130401126897414,5605.771960047863,9,2.7975024445160956,1
1075,71,0.6582113640650085,5320.493587316453,13,2.019047612985376,0
1076,44,0.5903209767484886,6491.939218006444,14,2.082973799980961,1
1077,8,0.2130791431710826,4523.107022336401,14,3.4024349157817197,1
1078,47,0.3607551853643932,3340.349316091394,18,4.485236446532768,1
1079,35,0.3148765939774217,4801.259608041158,40,3.0136627888503993,1
1080,78,0.29218856904130724,3966.878543807179,14,3.5942112987333603,1
1081,81,0.4700299028319883,5406.29482372455,41,3.4697614618455868,1
1082,36,0.7336283073324912,4592.916052467282,42,2.9801578665061847,1
1083,50,0.29570763899551233,5104.405308630796,26,1.8984116551240855,0
1084,104,0.4300109917326833,2693.827900656729,27,2.2000738320960744,0
1085,4,0.45182568415704605,5262.429803033437,20,1.9206670932068728,1
1086,2,0.9788108764918692,2572.165819718686,15,4.628741434169247,1
1087,6,0.9591997211911619,5942.640272303025,39,4.219784017296995,0
1088,54,0.8201238244768683,5944.881564883558,24,3.107063177830493,0
1089,106,0.31749302873726665,5021.931198910184,41,4.605095619383903,0
1090,4,0.16123358268250274,4965.130362528797,9,4.488839119165901,1
1091,54,0.38521372394856235,4164.51589408062,40,4.674624798883258,1
1092,93,0.34011509449044774,3595.1569925544354,17,1.4979823594498982,1
1093,63,0.5553332201317545,4477.531191855934,21,3.728763669937526,1
1094,18,0.7999551190610138,7474.027382413755,30,3.241510249655758,1
1095,90,0.8724906449909722,4843.978375182033,24,3.8022378702557322,0
1096,44,0.8603776768694577,2481.3763439256454,43,1.6852071376322924,1
1097,34,0.423708005100761,1937.4615506412897,37,3.62664082147234,1
1098,74,0.7185109091146146,2342.8884727646896,34,2.3442283186447415,0
1099,62,0.381550777771798,3933.6051295973093,20,4.2534130833783514,1
1100,100,0.15481498891166445,6398.698626549518,11,4.079145763227979,0
1101,14,0.731408739042648,2964.77432044696,34,1.4511092488651272,1
1102,95,0.10884479731280906,6632.619726893239,6,1.3273487438148637,0
1103,48,0.4682643287126397,4769.172587604862,16,3.7297927457818973,0
1104,15,0.3964413423718681,5225.165502417477,44,2.977137026276722,1
1105,72,0.7240397846669672,5184.059382575542,5,3.00742659806922,0
1106,78,0.789620925484341,5385.997945056567,7,3.8863189555670954,0
1107,87,0.37368517237415544,3882.9517679667656,12,4.347368568598055,0
1108,62,0.8304643130003682,998.3766161772883,30,1.5753375527392253,1
1109,40,0.36452508445444043,3617.4644663015397,44,2.999927960557476,1
1110,85,0.5016937239879051,3168.181221695734,15,4.230296192714347,1
1111,80,0.7543166743127205,4965.843725556417,25,4.427573770377512,0
1112,109,0.7236282063023097,4828.858376235507,9,1.7933422475233247,0
1113,82,0.98863162508098,4091.4305653721613,44,0.9686923546888064,0
1114,111,0.30264492179433866,7133.2874701051305,30,1.5477046424500096,0
1115,53,0.6960861221856242,3538.907081060033,25,4.754747813065372,0
1116,24,0.6487137174481996,1161.3999939166647,13,2.581158705958464,0
1117,26,0.9235886090410269,4679.185010108681,21,2.383582057502112,1
1118,89,0.24072592748038757,6283.792458140921,41,0.5588795693039457,0
1119,60,0.7766183472282396,4930.741316404162,6,0.7295660731460801,0
1120,109,0.6114417546418915,3965.0422587914345,44,3.5091316826362564,1
1121,41,0.3471992828091149,4860.671257710017,32,3.1542218092624843,1
1122,29,0.5269914227324567,7258.359846464256,31,3.089877343229317,0
1123,15,0.40039893736281806,3187.3079580589747,44,0.996452942110122,1
1124,45,0.6213820625096148,4546.30977630638,5,2.084275263044091,0
1125,65,0.9001005497331993,5504.914164240932,15,4.155611623880666,1
1126,89,0.6123744859709818,4880.830785998396,43,1.2871005076248676,1
1127,71,0.6685501764939257,4128.199411132102,22,4.472092629420963,1
1128,9,0.5668730624032385,3860.511200337286,31,1.0466523515700643,1
1129,88,0.14604895580092833,4072.208287962324,14,1.2611719855579466,0
1130,1,0.30957270118848484,5298.048488134,40,2.649874825191778,1
1131,108,0.5428015564888745,5210.658542788272,25,4.753849570018418,0
1132,8,0.3792117553702343,7642.077875772817,32,1.9829645516544063,1
1133,88,0.2635872379850748,2194.8157290205277,5,3.46198097101122,0
1134,63,0.5537195577265945,7136.860034781901,18,3.149020651950843,0
1135,11,0.3905288141030653,4193.2855058632485,24,1.1733018642525088,1
1136,115,0.3322968788560733,4364.11946791783,13,1.6167510562737348,1
1137,81,0.5175868756963428,5788.099702739002,31,4.685687476897199,1
1138,8,0.21995583227395582,5778.612615239962,8,1.3317333064389478,1
1139,35,0.9349711597678666,6234.927050872519,41,3.6275445038980094,0
1140,35,0.8809318881273152,6562.165933381428,22,4.84112517170137,1
1141,33,0.7368585271664818,4440.25350707403,35,1.0377769649102513,1
1142,5,0.19559244482961058,6581.4463211760685,43,2.2963189558429153,1
1143,106,0.7982895290227238,3556.265720817452,14,1.5076946499923176,0
1144,103,0.8271615952981171,4042.054536417137,13,1.4970268283204429,1
1145,41,0.790988155942904,4226.977396525742,32,1.0354362979985636,0
1146,28,0.20256929840731705,3710.0555806551993,32,3.4229803279615965,0
1147,7,0.6795171613609883,4589.784486518813,17,3.8585457945982027,1
1148,73,0.8508923161744587,5844.637082861119,22,3.545572595103753,0
1149,72,0.6196180610977009,5477.018966177472,16,4.660954059286188,0
1150,12,0.6817666377052801,3580.2235001875906,12,1.1555546392312437,0
1151,34,0.5125271314836756,3456.718927340331,27,1.939304180232528,1
1152,33,0.5758365878956474,3216.979506391099,9,2.050577643661052,0
1153,48,0.1309391725165527,4633.187733476704,11,1.5443694673110708,1
1154,119,0.6750667197759561,2128.734813686371,19,1.1399222487063496,1
1155,23,0.17330249160204328,3164.0994017217963,7,2.690165641668187,1
1156,62,0.4915131349062011,3811.768390987344,22,4.254978326213428,1
1157,88,0.3633895879006671,6083.056436793529,42,4.795428765214932,0
1158,37,0.5908851551905417,4301.744593243725,30,1.0820328449832395,1
1159,99,0.22007470197088638,6008.788476698786,42,4.204207526327312,0
1160,44,0.7224790617759864,4781.362189786461,37,4.210615053343737,1
